DATE,평균가격,총거래물량,평균기온(°C),최저기온(°C),최고기온(°C),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),평균 지면온도(°C),일강수량(mm),농협가락(공),대아청과,서울청과,한국청과,생산자물가지수,소비자물가지수
20220804,8235.0,13600.0,25.3,18.1,33.5,0.9,61.6,10.3,33.4,0.0,0,1,0,0,167.94,157.34
20220804,20000.0,8000.0,21.0,16.2,26.6,2.2,78.9,11.9,28.0,0.0,0,0,1,0,167.94,157.34
20220804,8000.0,6400.0,21.7,15.7,29.8,1.1,77.3,9.1,25.4,0.0,0,1,0,0,167.94,157.34
20220803,8045.0,134140.0,21.5,17.7,27.6,3.2,79.0,10.5,25.0,0.0,0,1,0,0,167.94,157.34
20220803,15400.0,64000.0,23.2,18.6,29.7,1.1,69.3,8.0,25.4,0.0,0,1,0,0,167.94,157.34
20220803,6633.0,47940.0,28.5,24.8,32.1,1.9,59.8,12.4,28.8,0.0,0,1,0,0,167.94,157.34
20220803,6074.0,14900.0,24.9,19.6,32.0,1.3,63.1,7.7,30.8,0.0,0,1,0,0,167.94,157.34
20220803,5000.0,8000.0,23.2,18.6,29.7,1.1,69.3,8.0,25.4,0.0,0,1,0,0,167.94,157.34
20220803,16595.0,7400.0,21.5,17.7,27.6,3.2,79.0,10.5,25.0,0.0,0,0,1,0,167.94,157.34
20220802,11115.0,181690.0,21.0,15.8,26.1,3.2,77.1,10.8,24.4,0.0,0,1,0,0,167.94,157.34
20220802,13760.0,71000.0,22.6,16.2,29.2,1.0,67.4,7.5,24.6,0.0,0,1,0,0,167.94,157.34
20220802,22000.0,8000.0,21.0,15.8,26.1,3.2,77.1,10.8,24.4,0.0,0,0,1,0,167.94,157.34
20220802,5000.0,7600.0,22.6,16.2,29.2,1.0,67.4,7.5,24.6,0.0,0,1,0,0,167.94,157.34
20220801,11897.0,194560.0,19.2,12.5,25.7,3.9,75.9,13.4,22.3,0.0,0,1,0,0,167.94,157.34
20220801,14178.0,69980.0,20.3,12.4,28.0,1.3,67.3,12.7,23.8,0.0,0,1,0,0,167.94,157.34
20220801,12764.0,31200.0,27.5,21.4,32.0,2.5,52.1,13.0,25.7,0.0,0,1,0,0,167.94,157.34
20220801,8099.0,23980.0,20.9,14.0,30.0,1.0,68.6,7.2,24.9,0.0,0,1,0,0,167.94,157.34
20220801,18500.0,8000.0,19.2,12.5,25.7,3.9,75.9,13.4,22.3,0.0,0,0,1,0,167.94,157.34
20220730,18000.0,4750.0,11.7,9.6,13.8,1.7,96.9,0.3,14.4,12.4,0,0,1,0,127.14,132.7
20220729,20000.0,6000.0,11.1,9.8,12.3,3.4,96.1,0.2,14.0,10.3,0,0,1,0,127.14,132.7
20220728,20492.0,10000.0,14.1,12.1,17.8,2.7,91.6,4.8,18.7,0.0,0,0,1,0,127.14,132.7
20220727,24000.0,8000.0,13.1,7.4,18.5,1.5,94.3,6.9,17.9,0.1,0,0,1,0,127.14,132.7
20220726,25500.0,7000.0,12.6,9.6,16.2,1.4,96.3,2.3,15.7,0.5,0,0,1,0,127.14,132.7
20220726,24000.0,7000.0,14.9,12.5,18.6,1.5,86.5,1.9,18.5,0.0,0,0,1,0,127.14,132.7
20220725,26000.0,8000.0,16.5,11.6,23.7,1.5,84.9,8.7,20.7,0.1,0,0,1,0,127.14,132.7
20211002,7360.0,10000.0,17.4,16.3,18.8,2.7,95.1,0.8,18.9,34.9,0,0,1,0,57.93,85.83
20211002,3119.0,8460.0,17.4,16.3,18.8,2.7,95.1,0.8,18.9,34.9,0,0,0,1,57.93,85.83
20211001,9765.0,14300.0,16.9,15.3,18.3,1.8,95.1,0.0,18.1,9.8,0,0,1,0,57.93,85.83
20210930,7503.0,116860.0,17.7,14.8,20.4,1.4,91.8,7.2,22.1,0.0,0,1,0,0,111.22,102.65
20210930,7006.0,23640.0,22.6,18.9,27.9,1.2,70.0,5.9,26.0,0.0,0,1,0,0,111.22,102.65
20210930,3685.0,20200.0,17.7,15.1,20.0,0.8,88.5,0.6,20.1,0.0,0,1,0,0,111.22,102.65
20210930,10850.0,16000.0,17.7,15.1,20.0,0.8,88.5,0.6,20.1,0.0,0,1,0,0,111.22,102.65
20210930,6000.0,5560.0,23.5,20.7,26.4,1.4,78.3,0.1,25.0,0.0,0,1,0,0,111.22,102.65
20210929,6606.0,148000.0,17.4,16.1,20.2,1.7,93.5,1.3,19.9,1.6,0,1,0,0,111.22,102.65
20210929,8867.0,24000.0,22.6,19.5,27.3,1.5,71.8,2.8,25.3,0.0,0,1,0,0,111.22,102.65
20210929,9100.0,16000.0,17.7,16.8,20.0,1.6,92.3,0.0,19.2,0.7,0,1,0,0,111.22,102.65
20210929,4500.0,16000.0,17.7,16.8,20.0,1.6,92.3,0.0,19.2,0.7,0,1,0,0,111.22,102.65
20210929,9284.0,15000.0,17.4,16.1,20.2,1.7,93.5,1.3,19.9,1.6,0,0,1,0,111.22,102.65
20210929,5250.0,13200.0,23.3,20.9,26.6,2.1,80.1,2.3,25.1,2.1,0,1,0,0,111.22,102.65
20210929,3000.0,5120.0,17.7,16.8,20.0,1.6,92.3,0.0,19.2,0.7,0,0,0,1,111.22,102.65
20210928,6958.0,197680.0,17.6,16.5,18.7,1.9,95.6,0.0,19.1,24.9,0,1,0,0,111.22,102.65
20210928,6360.0,63760.0,22.1,19.6,25.1,1.7,76.4,0.0,23.9,1.0,0,1,0,0,111.22,102.65
20210928,2974.0,48820.0,18.5,17.5,20.0,1.9,92.8,0.0,19.9,15.7,0,1,0,0,111.22,102.65
20210928,3833.0,22800.0,23.2,21.4,25.1,2.0,85.5,0.2,23.8,36.8,0,1,0,0,111.22,102.65
20210928,8546.0,19800.0,17.6,16.5,18.7,1.9,95.6,0.0,19.1,24.9,0,0,1,0,111.22,102.65
20210928,7050.0,16000.0,18.5,17.5,20.0,1.9,92.8,0.0,19.9,15.7,0,1,0,0,111.22,102.65
20210928,6500.0,7640.0,18.5,17.5,20.0,1.9,92.8,0.0,19.9,15.7,0,0,0,1,111.22,102.65
20210927,6995.0,202380.0,19.5,18.0,22.1,1.3,92.9,2.1,21.3,0.0,0,1,0,0,111.22,102.65
20210927,8523.0,47760.0,24.1,20.9,28.5,1.1,73.6,1.2,25.9,0.0,0,1,0,0,111.22,102.65
20210927,3733.0,24000.0,20.5,18.8,23.6,1.4,86.9,1.1,24.7,0.0,0,1,0,0,111.22,102.65
20210927,7438.0,23500.0,20.5,18.8,23.6,1.4,86.9,1.1,24.7,0.0,0,1,0,0,111.22,102.65
20210927,5700.0,22800.0,25.0,23.4,27.9,2.0,79.4,0.4,26.0,0.0,0,1,0,0,111.22,102.65
20210927,10222.0,15750.0,19.5,18.0,22.1,1.3,92.9,2.1,21.3,0.0,0,0,1,0,111.22,102.65
20210927,8500.0,8000.0,20.5,18.8,23.6,1.4,86.9,1.1,24.7,0.0,0,0,0,1,111.22,102.65
20210925,8483.0,192520.0,20.7,17.8,24.7,1.6,91.8,8.7,24.6,0.0,0,1,0,0,111.22,102.65
20210925,6693.0,111000.0,24.4,20.5,32.0,0.8,74.5,6.9,28.0,0.0,0,1,0,0,111.22,102.65
20210925,5748.0,46600.0,25.7,21.9,29.2,1.4,78.0,3.0,27.6,0.0,0,1,0,0,111.22,102.65
20210925,7550.0,32000.0,20.4,17.1,27.3,0.8,88.5,5.0,23.4,33.0,0,1,0,0,111.22,102.65
20210925,13250.0,15600.0,20.7,17.8,24.7,1.6,91.8,8.7,24.6,0.0,0,0,1,0,111.22,102.65
20210925,11780.0,12750.0,20.4,17.1,27.3,0.8,88.5,5.0,23.4,33.0,0,1,0,0,111.22,102.65
20210925,6000.0,6700.0,24.4,20.5,32.0,0.8,74.5,6.9,28.0,0.0,0,0,1,0,111.22,102.65
20210924,8916.0,194880.0,19.1,14.8,23.8,1.4,93.1,7.3,22.5,8.5,0,1,0,0,111.22,102.65
20210924,8504.0,122870.0,22.8,18.6,28.0,0.5,80.1,5.0,26.5,3.4,0,1,0,0,111.22,102.65
20210924,4148.0,87940.0,24.5,20.9,28.6,2.2,80.9,5.1,25.8,5.2,0,1,0,0,111.22,102.65
20210924,9320.0,40000.0,20.1,15.1,25.3,1.1,83.5,5.0,25.1,0.1,0,1,0,0,111.22,102.65
20210924,10494.0,22250.0,19.1,14.8,23.8,1.4,93.1,7.3,22.5,8.5,0,0,1,0,111.22,102.65
20210924,10500.0,8000.0,20.1,15.1,25.3,1.1,83.5,5.0,25.1,0.1,0,0,0,1,111.22,102.65
20210924,6000.0,8000.0,19.1,14.8,23.8,1.4,93.1,7.3,22.5,8.5,0,0,0,1,111.22,102.65
20210924,2500.0,8000.0,20.1,15.1,25.3,1.1,83.5,5.0,25.1,0.1,0,1,0,0,111.22,102.65
20210918,16117.0,77190.0,24.8,21.2,30.4,2.6,80.9,10.8,30.7,0.0,0,1,0,0,111.22,102.65
20210918,20857.0,44800.0,25.0,19.7,32.3,1.0,75.1,6.6,28.1,0.0,0,1,0,0,111.22,102.65
20210918,13230.0,35740.0,31.2,27.9,35.0,1.8,64.0,8.4,37.2,0.0,0,1,0,0,111.22,102.65
20210918,7093.0,8600.0,25.0,19.7,32.3,1.0,75.1,6.6,28.1,0.0,0,0,0,1,111.22,102.65
20210918,14000.0,7960.0,27.1,23.2,33.4,1.0,75.8,8.3,29.8,0.0,0,0,0,1,111.22,102.65
20210918,16000.0,7800.0,24.8,21.2,30.4,2.6,80.9,10.8,30.7,0.0,0,0,1,0,111.22,102.65
20210918,20500.0,7760.0,27.1,23.2,33.4,1.0,75.8,8.3,29.8,0.0,0,1,0,0,111.22,102.65
20210918,20000.0,7750.0,27.1,23.2,33.4,1.0,75.8,8.3,29.8,0.0,0,0,1,0,111.22,102.65
20210917,10812.0,175810.0,23.8,20.5,28.8,1.6,86.5,5.8,26.1,0.0,0,1,0,0,111.22,102.65
20210917,7364.0,175810.0,29.3,26.5,33.3,1.5,72.3,4.3,32.0,0.0,0,1,0,0,111.22,102.65
20210917,8847.0,55320.0,26.4,22.9,32.0,1.0,81.0,6.1,28.5,0.0,0,1,0,0,111.22,102.65
20210917,11150.0,35090.0,24.5,20.3,30.9,0.9,82.0,4.9,27.9,0.0,0,1,0,0,111.22,102.65
20210917,13266.0,15800.0,23.8,20.5,28.8,1.6,86.5,5.8,26.1,0.0,0,0,1,0,111.22,102.65
20210917,13000.0,8000.0,26.4,22.9,32.0,1.0,81.0,6.1,28.5,0.0,0,0,0,1,111.22,102.65
20210917,11000.0,8000.0,24.5,20.3,30.9,0.9,82.0,4.9,27.9,0.0,0,0,0,1,111.22,102.65
20210917,9000.0,8000.0,24.5,20.3,30.9,0.9,82.0,4.9,27.9,0.0,0,1,0,0,111.22,102.65
20210917,15500.0,7800.0,29.3,26.5,33.3,1.5,72.3,4.3,32.0,0.0,0,0,1,0,111.22,102.65
20210917,6800.0,7200.0,29.3,26.5,33.3,1.5,72.3,4.3,32.0,0.0,0,0,0,1,111.22,102.65
20210916,12033.0,168280.0,22.6,21.0,29.0,1.4,93.0,3.4,24.5,2.7,0,1,0,0,111.22,102.65
20210916,6914.0,157760.0,29.2,26.4,34.6,1.2,77.5,3.8,30.0,2.3,0,1,0,0,111.22,102.65
20210916,9122.0,77610.0,24.1,21.3,29.2,0.7,86.3,2.5,25.8,7.1,0,1,0,0,111.22,102.65
20210916,8731.0,34120.0,25.1,23.6,30.0,0.8,88.9,1.8,26.6,33.6,0,1,0,0,111.22,102.65
20210916,9575.0,32000.0,24.1,21.3,29.2,0.7,86.3,2.5,25.8,7.1,0,1,0,0,111.22,102.65
20210916,13264.0,30650.0,22.6,21.0,29.0,1.4,93.0,3.4,24.5,2.7,0,0,1,0,111.22,102.65
20210916,11800.0,8750.0,25.1,23.6,30.0,0.8,88.9,1.8,26.6,33.6,0,0,1,0,111.22,102.65
20210916,16000.0,8000.0,25.1,23.6,30.0,0.8,88.9,1.8,26.6,33.6,0,0,0,1,111.22,102.65
20210916,13000.0,8000.0,29.2,26.4,34.6,1.2,77.5,3.8,30.0,2.3,0,0,0,1,111.22,102.65
20210915,13053.0,181620.0,23.3,20.7,28.1,1.1,92.5,4.7,27.7,6.0,0,1,0,0,111.22,102.65
20210915,6098.0,146860.0,29.7,26.6,34.0,1.5,76.6,3.8,34.4,0.5,0,1,0,0,111.22,102.65
20210915,9162.0,110820.0,22.5,20.6,29.1,0.6,93.6,3.1,27.3,39.6,0,1,0,0,111.22,102.65
20210915,9602.0,55200.0,27.0,24.6,32.2,0.8,80.8,2.4,32.1,6.1,0,1,0,0,111.22,102.65
20210915,7009.0,16100.0,22.5,20.6,29.1,0.6,93.6,3.1,27.3,39.6,0,1,0,0,111.22,102.65
20210915,12715.0,15800.0,23.3,20.7,28.1,1.1,92.5,4.7,27.7,6.0,0,0,1,0,111.22,102.65
20210915,16500.0,8000.0,27.0,24.6,32.2,0.8,80.8,2.4,32.1,6.1,0,0,0,1,111.22,102.65
20210915,11500.0,8000.0,29.7,26.6,34.0,1.5,76.6,3.8,34.4,0.5,0,0,0,1,111.22,102.65
20210915,10600.0,4150.0,27.0,24.6,32.2,0.8,80.8,2.4,32.1,6.1,0,0,1,0,111.22,102.65
20210914,9054.0,185660.0,31.2,26.7,35.6,1.6,67.6,7.8,38.6,0.0,0,1,0,0,111.22,102.65
20210914,14193.0,155910.0,24.1,20.1,28.5,1.4,89.8,6.3,30.0,1.5,0,1,0,0,111.22,102.65
20210914,11029.0,154500.0,24.4,19.2,31.6,0.9,82.1,3.4,31.4,0.2,0,1,0,0,111.22,102.65
20210914,8025.0,32000.0,28.2,22.5,34.8,1.0,72.1,6.6,34.3,0.0,0,1,0,0,111.22,102.65
20210914,12343.0,23150.0,31.2,26.7,35.6,1.6,67.6,7.8,38.6,0.0,0,0,1,0,111.22,102.65
20210914,11850.0,16000.0,24.4,19.2,31.6,0.9,82.1,3.4,31.4,0.2,0,1,0,0,111.22,102.65
20210914,15369.0,13900.0,24.1,20.1,28.5,1.4,89.8,6.3,30.0,1.5,0,0,1,0,111.22,102.65
20210914,16000.0,8000.0,28.2,22.5,34.8,1.0,72.1,6.6,34.3,0.0,0,0,0,1,111.22,102.65
20210914,12000.0,8000.0,24.1,20.1,28.5,1.4,89.8,6.3,30.0,1.5,0,0,0,1,111.22,102.65
20210913,9144.0,235480.0,30.0,25.3,34.5,1.6,68.5,9.4,38.6,0.0,0,1,0,0,111.22,102.65
20210913,9738.0,141200.0,24.6,19.4,32.2,0.8,81.1,4.2,29.9,0.9,0,1,0,0,111.22,102.65
20210913,13115.0,116380.0,23.6,19.5,29.9,1.4,89.1,8.6,33.6,13.2,0,1,0,0,111.22,102.65
20210913,10770.0,54360.0,24.6,19.4,32.2,0.8,81.1,4.2,29.9,0.9,0,1,0,0,111.22,102.65
20210913,8000.0,24000.0,27.6,23.0,34.9,0.9,74.9,7.8,34.5,0.0,0,1,0,0,111.22,102.65
20210913,14037.0,21100.0,30.0,25.3,34.5,1.6,68.5,9.4,38.6,0.0,0,0,1,0,111.22,102.65
20210913,13371.0,15800.0,23.6,19.5,29.9,1.4,89.1,8.6,33.6,13.2,0,0,1,0,111.22,102.65
20210913,15000.0,8000.0,27.6,23.0,34.9,0.9,74.9,7.8,34.5,0.0,0,0,0,1,111.22,102.65
20210913,8600.0,8000.0,23.6,19.5,29.9,1.4,89.1,8.6,33.6,13.2,0,0,0,1,111.22,102.65
20210913,6000.0,8000.0,24.6,19.4,32.2,0.8,81.1,4.2,29.9,0.9,0,0,0,1,111.22,102.65
20210911,10045.0,276470.0,28.0,23.2,32.1,1.9,73.6,8.7,37.3,0.0,0,1,0,0,111.22,102.65
20210911,9790.0,143840.0,22.7,16.1,29.3,1.2,80.6,7.3,31.5,0.0,0,1,0,0,111.22,102.65
20210911,11329.0,99160.0,22.0,15.6,27.5,1.4,85.0,11.6,31.8,0.0,0,1,0,0,111.22,102.65
20210911,9549.0,31520.0,26.7,21.7,34.7,1.2,68.6,8.2,33.8,0.0,0,1,0,0,111.22,102.65
20210911,13474.0,29500.0,22.0,15.6,27.5,1.4,85.0,11.6,31.8,0.0,0,0,1,0,111.22,102.65
20210911,9100.0,6520.0,22.0,15.6,27.5,1.4,85.0,11.6,31.8,0.0,0,0,0,1,111.22,102.65
20210910,9063.0,233210.0,28.4,25.2,32.5,1.5,74.6,8.7,37.7,0.0,0,1,0,0,111.22,102.65
20210910,8817.0,108570.0,22.3,16.3,29.5,1.3,80.3,8.8,30.8,0.0,0,1,0,0,111.22,102.65
20210910,10501.0,94240.0,22.5,17.3,27.5,1.6,85.8,12.0,31.6,0.0,0,1,0,0,111.22,102.65
20210910,14217.0,19100.0,28.4,25.2,32.5,1.5,74.6,8.7,37.7,0.0,0,0,1,0,111.22,102.65
20210910,5700.0,16000.0,27.5,23.0,34.6,1.3,68.1,9.6,34.3,0.0,0,1,0,0,111.22,102.65
20210910,16700.0,8000.0,22.3,16.3,29.5,1.3,80.3,8.8,30.8,0.0,0,0,1,0,111.22,102.65
20210910,5000.0,8000.0,22.3,16.3,29.5,1.3,80.3,8.8,30.8,0.0,0,1,0,0,111.22,102.65
20210910,11000.0,7000.0,28.4,25.2,32.5,1.5,74.6,8.7,37.7,0.0,0,0,0,1,111.22,102.65
20210909,9840.0,195910.0,28.3,23.9,32.8,1.5,76.4,9.3,35.5,0.0,0,1,0,0,111.22,102.65
20210909,10438.0,110800.0,23.2,16.8,29.6,1.1,79.8,6.6,30.6,0.0,0,1,0,0,111.22,102.65
20210909,8987.0,47520.0,23.5,20.0,28.1,1.7,86.9,11.5,32.2,0.0,0,1,0,0,111.22,102.65
20210909,5881.0,47120.0,27.5,22.5,34.6,1.1,73.5,7.2,32.9,0.0,0,1,0,0,111.22,102.65
20210909,4079.0,19000.0,23.2,16.8,29.6,1.1,79.8,6.6,30.6,0.0,0,1,0,0,111.22,102.65
20210909,3222.0,18000.0,23.5,20.0,28.1,1.7,86.9,11.5,32.2,0.0,0,0,0,1,111.22,102.65
20210909,14752.0,15950.0,28.3,23.9,32.8,1.5,76.4,9.3,35.5,0.0,0,0,1,0,111.22,102.65
20210909,10500.0,8000.0,27.5,22.5,34.6,1.1,73.5,7.2,32.9,0.0,0,0,0,1,111.22,102.65
20210909,10000.0,8000.0,28.3,23.9,32.8,1.5,76.4,9.3,35.5,0.0,0,0,0,1,111.22,102.65
20210909,15600.0,6750.0,23.5,20.0,28.1,1.7,86.9,11.5,32.2,0.0,0,0,1,0,111.22,102.65
20210908,9149.0,173820.0,27.6,23.5,31.9,1.7,77.9,6.7,34.8,0.0,0,1,0,0,111.22,102.65
20210908,9911.0,53550.0,23.0,17.0,31.0,1.0,82.5,7.3,29.6,0.0,0,1,0,0,111.22,102.65
20210908,6572.0,38450.0,26.7,20.7,35.1,1.1,73.6,7.4,31.9,0.0,0,1,0,0,111.22,102.65
20210908,6480.0,23520.0,22.1,14.8,28.6,1.3,86.8,11.7,31.4,0.0,0,1,0,0,111.22,102.65
20210908,7650.0,16000.0,23.0,17.0,31.0,1.0,82.5,7.3,29.6,0.0,0,1,0,0,111.22,102.65
20210908,12528.0,12300.0,27.6,23.5,31.9,1.7,77.9,6.7,34.8,0.0,0,0,1,0,111.22,102.65
20210908,11600.0,8000.0,27.6,23.5,31.9,1.7,77.9,6.7,34.8,0.0,0,0,0,1,111.22,102.65
20210908,5500.0,8000.0,22.1,14.8,28.6,1.3,86.8,11.7,31.4,0.0,0,0,0,1,111.22,102.65
20210907,11592.0,245140.0,28.1,24.6,32.2,1.4,76.9,9.3,34.2,0.0,0,1,0,0,111.22,102.65
20210907,10597.0,131870.0,22.6,15.4,30.3,0.8,78.3,8.0,27.7,0.0,0,1,0,0,111.22,102.65
20210907,6492.0,45410.0,26.4,21.9,35.1,0.9,70.6,7.7,31.5,0.0,0,1,0,0,111.22,102.65
20210907,6700.0,24000.0,22.6,15.4,30.3,0.8,78.3,8.0,27.7,0.0,0,1,0,0,111.22,102.65
20210907,13117.0,23350.0,28.1,24.6,32.2,1.4,76.9,9.3,34.2,0.0,0,0,1,0,111.22,102.65
20210907,8891.0,22880.0,22.7,16.6,30.1,1.4,77.5,11.9,29.6,0.0,0,1,0,0,111.22,102.65
20210907,11000.0,8000.0,28.1,24.6,32.2,1.4,76.9,9.3,34.2,0.0,0,0,0,1,111.22,102.65
20210907,10500.0,8000.0,22.6,15.4,30.3,0.8,78.3,8.0,27.7,0.0,0,0,1,0,111.22,102.65
20210907,9500.0,8000.0,26.4,21.9,35.1,0.9,70.6,7.7,31.5,0.0,0,0,1,0,111.22,102.65
20210907,6500.0,7200.0,22.7,16.6,30.1,1.4,77.5,11.9,29.6,0.0,0,0,0,1,111.22,102.65
20210906,9271.0,262460.0,28.1,22.7,32.6,1.6,76.0,11.3,34.5,0.0,0,1,0,0,111.22,102.65
20210906,9901.0,103320.0,23.5,16.5,30.9,0.8,75.4,7.8,30.7,0.0,0,1,0,0,111.22,102.65
20210906,7885.0,47600.0,22.7,16.3,29.0,1.4,85.3,11.4,32.2,0.0,0,1,0,0,111.22,102.65
20210906,7888.0,31200.0,26.8,21.5,35.2,0.9,72.8,8.2,31.3,0.0,0,1,0,0,111.22,102.65
20210906,12415.0,23250.0,28.1,22.7,32.6,1.6,76.0,11.3,34.5,0.0,0,0,1,0,111.22,102.65
20210906,8094.0,15940.0,23.5,16.5,30.9,0.8,75.4,7.8,30.7,0.0,0,1,0,0,111.22,102.65
20210906,11000.0,8000.0,22.7,16.3,29.0,1.4,85.3,11.4,32.2,0.0,0,0,0,1,111.22,102.65
20210906,6500.0,7680.0,23.5,16.5,30.9,0.8,75.4,7.8,30.7,0.0,0,0,0,1,111.22,102.65
20210904,8635.0,261280.0,28.0,24.3,32.9,1.4,74.4,10.5,32.4,0.0,0,1,0,0,111.22,102.65
20210904,8712.0,135140.0,22.4,16.5,29.5,0.9,78.9,9.1,28.3,0.0,0,1,0,0,111.22,102.65
20210904,5401.0,34780.0,22.1,16.7,28.1,1.2,86.1,11.1,30.8,0.0,0,1,0,0,111.22,102.65
20210904,4761.0,15760.0,26.4,21.0,33.9,1.0,73.6,7.8,29.7,0.0,0,1,0,0,111.22,102.65
20210904,11503.0,15250.0,28.0,24.3,32.9,1.4,74.4,10.5,32.4,0.0,0,0,1,0,111.22,102.65
20210904,8800.0,8000.0,22.1,16.7,28.1,1.2,86.1,11.1,30.8,0.0,0,0,0,1,111.22,102.65
20210903,7842.0,289730.0,28.2,24.4,32.4,1.5,73.0,6.8,32.0,0.0,0,1,0,0,111.22,102.65
20210903,8586.0,86960.0,23.3,18.0,30.6,0.9,82.9,4.5,26.8,0.0,0,1,0,0,111.22,102.65
20210903,7371.0,23840.0,22.4,18.2,28.3,1.2,86.8,8.7,29.2,0.0,0,1,0,0,111.22,102.65
20210903,11650.0,16000.0,28.2,24.4,32.4,1.5,73.0,6.8,32.0,0.0,0,0,1,0,111.22,102.65
20210903,5550.0,16000.0,26.1,21.9,33.0,0.9,80.1,4.0,29.7,0.0,0,1,0,0,111.22,102.65
20210903,5939.0,15680.0,22.4,18.2,28.3,1.2,86.8,8.7,29.2,0.0,0,0,0,1,111.22,102.65
20210903,5000.0,8030.0,23.3,18.0,30.6,0.9,82.9,4.5,26.8,0.0,0,0,1,0,111.22,102.65
20210903,6500.0,8000.0,28.2,24.4,32.4,1.5,73.0,6.8,32.0,0.0,0,0,0,1,111.22,102.65
20210903,5000.0,7840.0,23.3,18.0,30.6,0.9,82.9,4.5,26.8,0.0,0,1,0,0,111.22,102.65
20210902,11569.0,128150.0,27.8,23.7,32.0,1.5,72.0,4.0,28.7,0.0,0,1,0,0,111.22,102.65
20210902,13268.0,64500.0,22.3,17.5,28.6,0.7,84.4,1.7,24.2,0.0,0,1,0,0,111.22,102.65
20210902,13500.0,7750.0,27.8,23.7,32.0,1.5,72.0,4.0,28.7,0.0,0,0,1,0,111.22,102.65
20210901,9701.0,201260.0,27.0,22.6,31.3,1.7,75.8,8.6,30.4,0.0,0,1,0,0,111.22,102.65
20210901,11660.0,40000.0,21.8,17.3,28.9,0.8,85.5,4.8,25.9,6.7,0,1,0,0,111.22,102.65
20210901,5633.0,31920.0,21.3,16.7,26.6,1.4,89.5,8.3,28.6,1.6,0,1,0,0,111.22,102.65
20210901,10685.0,15600.0,27.0,22.6,31.3,1.7,75.8,8.6,30.4,0.0,0,0,1,0,111.22,102.65
20210901,8700.0,8000.0,21.3,16.7,26.6,1.4,89.5,8.3,28.6,1.6,0,0,0,1,111.22,102.65
20210901,6800.0,8000.0,24.8,21.3,32.2,1.0,78.6,5.7,28.4,11.4,0,0,0,1,111.22,102.65
20210831,6273.0,273000.0,25.5,22.6,28.9,1.6,83.0,3.3,27.7,25.9,0,1,0,0,87.66,85.61
20210831,6607.0,118800.0,21.8,17.7,26.2,0.7,83.4,3.2,25.2,1.2,0,1,0,0,87.66,85.61
20210831,5196.0,37800.0,20.5,15.8,24.8,1.4,92.5,5.2,25.1,2.0,0,1,0,0,87.66,85.61
20210831,5583.0,31680.0,21.8,17.7,26.2,0.7,83.4,3.2,25.2,1.2,0,1,0,0,87.66,85.61
20210831,3591.0,15760.0,24.5,20.2,30.6,0.9,80.3,4.2,28.1,0.2,0,1,0,0,87.66,85.61
20210831,7813.0,9400.0,25.5,22.6,28.9,1.6,83.0,3.3,27.7,25.9,0,0,1,0,87.66,85.61
20210831,5573.0,8020.0,24.5,20.2,30.6,0.9,80.3,4.2,28.1,0.2,0,0,0,1,87.66,85.61
20210831,7600.0,8000.0,20.5,15.8,24.8,1.4,92.5,5.2,25.1,2.0,0,0,0,1,87.66,85.61
20210830,5735.0,237410.0,27.0,23.7,31.3,1.6,78.8,7.2,31.0,0.0,0,1,0,0,87.66,85.61
20210830,5654.0,95310.0,21.7,16.7,27.2,1.6,87.5,9.8,28.5,0.0,0,1,0,0,87.66,85.61
20210830,6869.0,87200.0,22.2,17.8,28.4,1.3,80.5,8.7,27.7,0.0,0,1,0,0,87.66,85.61
20210830,5060.0,23760.0,22.2,17.8,28.4,1.3,80.5,8.7,27.7,0.0,0,1,0,0,87.66,85.61
20210830,5429.0,23520.0,25.6,20.9,33.1,1.2,72.1,8.6,29.9,0.0,0,1,0,0,87.66,85.61
20210830,4199.0,8740.0,21.7,16.7,27.2,1.6,87.5,9.8,28.5,0.0,0,0,0,1,87.66,85.61
20210830,7098.0,8500.0,25.6,20.9,33.1,1.2,72.1,8.6,29.9,0.0,0,0,0,1,87.66,85.61
20210830,9000.0,7600.0,25.6,20.9,33.1,1.2,72.1,8.6,29.9,0.0,0,0,1,0,87.66,85.61
20210830,7000.0,7600.0,27.0,23.7,31.3,1.6,78.8,7.2,31.0,0.0,0,0,1,0,87.66,85.61
20210828,5368.0,183100.0,27.0,24.7,30.5,1.2,83.6,1.5,29.1,0.0,0,1,0,0,87.66,85.61
20210828,10137.0,87680.0,24.4,19.2,30.6,0.9,82.3,5.1,27.2,0.0,0,1,0,0,87.66,85.61
20210828,4721.0,64430.0,23.1,18.8,29.5,1.4,87.4,9.1,28.7,0.0,0,1,0,0,87.66,85.61
20210828,4072.0,54200.0,27.6,23.5,34.4,1.1,75.0,8.3,31.8,0.0,0,1,0,0,87.66,85.61
20210828,3196.0,8880.0,27.6,23.5,34.4,1.1,75.0,8.3,31.8,0.0,0,0,0,1,87.66,85.61
20210828,8000.0,7750.0,27.6,23.5,34.4,1.1,75.0,8.3,31.8,0.0,0,0,1,0,87.66,85.61
20210828,7500.0,7600.0,27.0,24.7,30.5,1.2,83.6,1.5,29.1,0.0,0,0,1,0,87.66,85.61
20210827,6615.0,153920.0,27.5,24.2,31.4,1.4,79.6,10.3,30.8,0.0,0,1,0,0,87.66,85.61
