DATE,평균가격,총거래물량,평균기온(°C),최저기온(°C),최고기온(°C),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),평균 지면온도(°C),일강수량(mm),농협가락(공),대아청과,서울청과,한국청과,생산자물가지수,소비자물가지수
20210827,5773.0,78330.0,22.8,17.2,28.1,1.4,89.3,11.4,28.8,0.0,0,1,0,0,87.66,85.61
20210827,9880.0,71760.0,23.9,18.0,30.4,0.9,83.6,6.6,26.9,1.4,0,1,0,0,87.66,85.61
20210827,6290.0,57200.0,27.0,22.3,34.1,0.9,76.1,8.8,30.9,0.0,0,1,0,0,87.66,85.61
20210827,10604.0,8450.0,23.9,18.0,30.4,0.9,83.6,6.6,26.9,1.4,0,0,0,1,87.66,85.61
20210827,6500.0,8200.0,27.0,22.3,34.1,0.9,76.1,8.8,30.9,0.0,0,0,0,1,87.66,85.61
20210827,6800.0,8000.0,23.9,18.0,30.4,0.9,83.6,6.6,26.9,1.4,0,1,0,0,87.66,85.61
20210827,11000.0,7600.0,27.5,24.2,31.4,1.4,79.6,10.3,30.8,0.0,0,0,1,0,87.66,85.61
20210827,8000.0,7600.0,22.8,17.2,28.1,1.4,89.3,11.4,28.8,0.0,0,0,0,1,87.66,85.61
20210826,5156.0,167600.0,29.1,25.5,33.4,1.9,66.3,10.1,29.7,0.0,0,1,0,0,87.66,85.61
20210826,7486.0,72400.0,23.0,17.5,29.9,1.0,81.0,8.0,24.3,0.0,0,1,0,0,87.66,85.61
20210826,7271.0,51000.0,22.7,18.8,28.9,2.0,86.3,12.1,27.9,0.0,0,1,0,0,87.66,85.61
20210826,6272.0,43140.0,25.4,20.6,32.9,0.9,79.0,7.3,28.4,0.0,0,1,0,0,87.66,85.61
20210826,2242.0,23760.0,23.0,17.5,29.9,1.0,81.0,8.0,24.3,0.0,0,1,0,0,87.66,85.61
20210826,8295.0,15600.0,29.1,25.5,33.4,1.9,66.3,10.1,29.7,0.0,0,0,1,0,87.66,85.61
20210826,8000.0,8000.0,25.4,20.6,32.9,0.9,79.0,7.3,28.4,0.0,0,0,0,1,87.66,85.61
20210826,7400.0,7600.0,22.7,18.8,28.9,2.0,86.3,12.1,27.9,0.0,0,0,0,1,87.66,85.61
20210825,8725.0,60400.0,28.3,23.2,33.5,1.8,66.4,7.5,29.5,0.0,0,1,0,0,87.66,85.61
20210825,14132.0,23960.0,22.5,19.6,26.8,1.6,77.1,4.2,24.1,0.0,0,1,0,0,87.66,85.61
20210825,9963.0,23320.0,22.9,20.7,28.3,1.0,88.9,1.5,25.1,4.2,0,1,0,0,87.66,85.61
20210825,9000.0,8000.0,22.9,20.7,28.3,1.0,88.9,1.5,25.1,4.2,0,0,1,0,87.66,85.61
20210825,15300.0,7360.0,21.7,19.2,26.0,3.3,87.9,7.6,23.8,0.0,0,1,0,0,87.66,85.61
20210825,13500.0,6800.0,22.5,19.6,26.8,1.6,77.1,4.2,24.1,0.0,0,0,0,1,87.66,85.61
20210824,6791.0,160800.0,23.9,20.9,28.8,1.2,84.1,3.2,27.6,20.6,0,1,0,0,87.66,85.61
20210824,6832.0,66580.0,20.4,17.5,26.0,2.3,89.8,5.0,23.5,8.5,0,1,0,0,87.66,85.61
20210824,6874.0,61350.0,22.9,20.5,28.8,0.9,84.4,2.1,25.6,13.5,0,1,0,0,87.66,85.61
20210824,9403.0,54670.0,21.2,17.5,26.7,1.1,84.4,3.8,22.6,2.5,0,1,0,0,87.66,85.61
20210824,11500.0,8000.0,21.2,17.5,26.7,1.1,84.4,3.8,22.6,2.5,0,0,0,1,87.66,85.61
20210824,6800.0,8000.0,21.2,17.5,26.7,1.1,84.4,3.8,22.6,2.5,0,1,0,0,87.66,85.61
20210824,5500.0,7600.0,20.4,17.5,26.0,2.3,89.8,5.0,23.5,8.5,0,0,0,1,87.66,85.61
20210824,9100.0,7500.0,23.9,20.9,28.8,1.2,84.1,3.2,27.6,20.6,0,0,1,0,87.66,85.61
20210824,8500.0,6500.0,22.9,20.5,28.8,0.9,84.4,2.1,25.6,13.5,0,0,1,0,87.66,85.61
20210823,6007.0,132090.0,20.1,17.8,24.5,1.8,89.9,8.5,26.1,12.3,0,1,0,0,87.66,85.61
20210823,8186.0,123200.0,25.0,22.2,28.9,1.7,79.0,7.8,29.9,2.3,0,1,0,0,87.66,85.61
20210823,8394.0,85940.0,20.5,18.3,23.3,1.0,89.1,0.5,24.0,18.4,0,1,0,0,87.66,85.61
20210823,9404.0,29600.0,25.0,21.2,30.4,1.1,74.1,6.4,28.6,6.1,0,1,0,0,87.66,85.61
20210823,5611.0,14830.0,20.1,17.8,24.5,1.8,89.9,8.5,26.1,12.3,0,0,0,1,87.66,85.61
20210823,8662.0,8440.0,20.5,18.3,23.3,1.0,89.1,0.5,24.0,18.4,0,0,0,1,87.66,85.61
20210823,4500.0,8000.0,25.0,21.2,30.4,1.1,74.1,6.4,28.6,6.1,0,0,1,0,87.66,85.61
20210823,7000.0,7800.0,20.5,18.3,23.3,1.0,89.1,0.5,24.0,18.4,0,0,1,0,87.66,85.61
20210821,7068.0,93560.0,21.6,17.7,25.4,0.8,86.8,1.8,24.7,18.6,0,1,0,0,87.66,85.61
20210821,5001.0,86680.0,20.8,17.0,25.8,1.3,91.3,6.2,23.9,0.0,0,1,0,0,87.66,85.61
20210821,5180.0,60680.0,25.1,21.9,28.9,1.2,79.3,5.5,27.0,0.0,0,1,0,0,87.66,85.61
20210821,6242.0,52040.0,24.3,20.6,29.6,0.7,82.4,2.4,27.5,6.5,0,1,0,0,87.66,85.61
20210821,2944.0,18000.0,24.3,20.6,29.6,0.7,82.4,2.4,27.5,6.5,0,0,0,1,87.66,85.61
20210821,9651.0,9150.0,21.6,17.7,25.4,0.8,86.8,1.8,24.7,18.6,0,0,1,0,87.66,85.61
20210821,5585.0,8310.0,20.8,17.0,25.8,1.3,91.3,6.2,23.9,0.0,0,0,0,1,87.66,85.61
20210820,4572.0,132260.0,21.4,16.4,26.9,1.3,81.0,4.8,23.9,2.8,0,1,0,0,87.66,85.61
20210820,3889.0,121940.0,25.2,22.1,28.4,1.6,70.1,8.4,27.2,0.0,0,1,0,0,87.66,85.61
20210820,6255.0,110160.0,20.2,15.5,26.2,1.6,85.9,9.4,24.2,0.0,0,1,0,0,87.66,85.61
20210820,4303.0,38580.0,23.5,18.8,30.0,0.9,78.5,4.7,25.9,0.0,0,1,0,0,87.66,85.61
20210820,751.0,15980.0,21.4,16.4,26.9,1.3,81.0,4.8,23.9,2.8,0,1,0,0,87.66,85.61
20210820,8500.0,7700.0,21.4,16.4,26.9,1.3,81.0,4.8,23.9,2.8,0,0,1,0,87.66,85.61
20210819,7594.0,117280.0,21.2,17.1,27.1,1.5,71.1,5.4,22.6,0.0,0,1,0,0,87.66,85.61
20210819,6751.0,85250.0,19.1,16.8,23.1,3.7,87.0,5.4,21.2,0.0,0,1,0,0,87.66,85.61
20210819,5477.0,46160.0,24.9,18.9,30.2,2.0,70.8,5.2,25.3,0.0,0,1,0,0,87.66,85.61
20210819,5980.0,31020.0,22.4,19.8,27.6,1.3,77.9,3.9,24.4,0.0,0,1,0,0,87.66,85.61
20210819,9500.0,7700.0,21.2,17.1,27.1,1.5,71.1,5.4,22.6,0.0,0,0,1,0,87.66,85.61
20210818,9577.0,70720.0,18.9,16.8,21.3,2.7,95.5,0.3,20.6,37.2,0,1,0,0,87.66,85.61
20210818,11050.0,63200.0,20.9,16.9,23.7,1.7,85.4,0.6,20.0,26.4,0,1,0,0,87.66,85.61
20210818,8651.0,54300.0,21.3,20.0,22.9,1.7,93.3,0.0,23.3,35.6,0,1,0,0,87.66,85.61
20210818,9543.0,14800.0,21.4,18.8,23.0,2.6,88.4,0.0,20.9,42.4,0,1,0,0,87.66,85.61
20210818,5992.0,10000.0,21.4,18.8,23.0,2.6,88.4,0.0,20.9,42.4,0,0,0,1,87.66,85.61
20210818,9500.0,7200.0,20.9,16.9,23.7,1.7,85.4,0.6,20.0,26.4,0,0,1,0,87.66,85.61
20210817,6015.0,149640.0,17.1,16.7,18.3,0.8,94.5,0.0,18.7,41.4,0,1,0,0,87.66,85.61
20210817,4506.0,138420.0,16.4,15.3,17.5,2.2,96.1,0.0,18.1,46.3,0,1,0,0,87.66,85.61
20210817,3500.0,40000.0,21.6,20.7,23.1,1.4,86.1,0.0,24.1,57.7,0,1,0,0,87.66,85.61
20210817,3725.0,32000.0,19.8,17.2,23.1,1.1,85.8,0.0,21.0,31.9,0,1,0,0,87.66,85.61
20210817,8500.0,8000.0,17.1,16.7,18.3,0.8,94.5,0.0,18.7,41.4,0,0,1,0,87.66,85.61
20210817,3200.0,6600.0,19.8,17.2,23.1,1.1,85.8,0.0,21.0,31.9,0,0,0,1,87.66,85.61
20210816,6919.0,157560.0,18.0,14.8,22.5,1.3,82.1,3.3,20.7,0.0,0,1,0,0,87.66,85.61
20210816,8502.0,71520.0,17.6,15.3,20.0,1.6,90.9,4.9,21.4,0.0,0,1,0,0,87.66,85.61
20210816,3545.0,54800.0,21.4,17.9,27.0,1.3,77.4,3.9,25.1,0.0,0,1,0,0,87.66,85.61
20210816,6150.0,32000.0,23.2,21.1,26.4,1.5,77.9,3.9,28.4,0.0,0,1,0,0,87.66,85.61
20210816,10000.0,8000.0,18.0,14.8,22.5,1.3,82.1,3.3,20.7,0.0,0,0,1,0,87.66,85.61
20210816,5500.0,8000.0,18.0,14.8,22.5,1.3,82.1,3.3,20.7,0.0,0,1,0,0,87.66,85.61
20210814,8053.0,126000.0,18.6,16.8,22.2,0.8,90.9,1.4,20.7,19.4,0,1,0,0,87.66,85.61
20210814,5875.0,77380.0,18.0,16.2,20.7,1.0,94.4,0.6,21.2,3.4,0,1,0,0,87.66,85.61
20210814,6657.0,8490.0,18.6,16.8,22.2,0.8,90.9,1.4,20.7,19.4,0,0,0,1,87.66,85.61
20210814,9500.0,7900.0,18.6,16.8,22.2,0.8,90.9,1.4,20.7,19.4,0,0,1,0,87.66,85.61
20210814,5000.0,7100.0,22.2,20.1,25.0,1.1,85.0,0.0,25.1,0.3,0,1,0,0,87.66,85.61
20210813,6350.0,16000.0,18.4,14.1,25.0,1.2,84.8,4.4,21.5,0.0,0,0,0,1,87.66,85.61
20210813,9516.0,7170.0,18.4,14.1,25.0,1.2,84.8,4.4,21.5,0.0,0,0,1,0,87.66,85.61
20210812,5072.0,229200.0,17.1,14.1,21.8,0.9,88.9,1.5,19.9,0.0,0,1,0,0,87.66,85.61
20210812,4488.0,47840.0,17.0,14.6,20.2,1.4,92.1,4.6,21.6,0.0,0,1,0,0,87.66,85.61
20210812,4686.0,21000.0,22.3,20.1,25.0,1.4,79.8,1.4,27.6,0.0,0,1,0,0,87.66,85.61
20210812,802.0,15960.0,21.7,17.8,27.0,1.3,73.5,2.5,25.9,0.0,0,1,0,0,87.66,85.61
20210812,7964.0,15450.0,17.1,14.1,21.8,0.9,88.9,1.5,19.9,0.0,0,0,1,0,87.66,85.61
20210812,6600.0,8000.0,17.1,14.1,21.8,0.9,88.9,1.5,19.9,0.0,0,0,0,1,87.66,85.61
20210812,1500.0,8000.0,17.1,14.1,21.8,0.9,88.9,1.5,19.9,0.0,0,1,0,0,87.66,85.61
20210811,6557.0,198600.0,17.9,14.6,23.5,0.9,85.8,2.7,21.0,0.7,0,1,0,0,87.66,85.61
20210811,4330.0,81000.0,17.2,15.1,20.9,1.5,91.4,3.6,21.2,0.0,0,1,0,0,87.66,85.61
20210811,5456.0,46240.0,22.5,19.7,26.3,1.2,83.3,3.8,27.2,0.0,0,1,0,0,87.66,85.61
20210811,2500.0,24000.0,17.9,14.6,23.5,0.9,85.8,2.7,21.0,0.7,0,1,0,0,87.66,85.61
20210811,7824.0,15700.0,17.9,14.6,23.5,0.9,85.8,2.7,21.0,0.7,0,0,1,0,87.66,85.61
20210810,7773.0,162200.0,18.5,14.4,24.7,0.9,82.9,3.3,22.1,0.0,0,1,0,0,87.66,85.61
20210810,8495.0,55360.0,16.9,14.4,21.2,1.4,93.4,0.4,20.3,3.9,0,1,0,0,87.66,85.61
20210810,8650.0,16000.0,21.9,20.6,23.4,1.2,82.4,0.0,24.3,2.1,0,1,0,0,87.66,85.61
20210810,4750.0,16000.0,21.1,18.5,25.8,0.9,81.6,1.3,24.4,17.0,0,1,0,0,87.66,85.61
20210810,11000.0,8000.0,18.5,14.4,24.7,0.9,82.9,3.3,22.1,0.0,0,0,1,0,87.66,85.61
20210809,8910.0,166320.0,17.8,14.5,23.7,0.7,86.6,4.8,21.2,0.4,0,1,0,0,87.66,85.61
20210809,9367.0,103520.0,17.6,14.1,23.3,1.4,90.3,5.0,23.0,2.0,0,1,0,0,87.66,85.61
20210809,7467.0,48000.0,23.8,18.9,29.1,1.3,70.5,9.0,31.8,0.0,0,1,0,0,87.66,85.61
20210809,10385.0,13000.0,17.8,14.5,23.7,0.7,86.6,4.8,21.2,0.4,0,0,1,0,87.66,85.61
20210806,9238.0,143200.0,13.9,12.9,16.1,1.1,96.3,0.0,16.9,24.5,0,1,0,0,87.66,85.61
20210806,6319.0,54050.0,12.9,12.0,15.3,1.7,96.9,0.2,16.7,1.7,0,1,0,0,87.66,85.61
20210806,8660.0,40000.0,18.5,17.3,19.6,1.3,80.8,0.0,21.8,0.2,0,1,0,0,87.66,85.61
20210806,3555.0,23640.0,18.2,14.3,24.9,1.3,80.3,1.6,22.1,10.5,0,1,0,0,87.66,85.61
20210806,10850.0,16000.0,13.9,12.9,16.1,1.1,96.3,0.0,16.9,24.5,0,0,1,0,87.66,85.61
20210806,5000.0,8040.0,13.9,12.9,16.1,1.1,96.3,0.0,16.9,24.5,0,1,0,0,87.66,85.61
20210805,6886.0,87200.0,15.4,12.6,20.0,2.4,90.5,4.4,19.3,0.8,0,1,0,0,87.66,85.61
20210805,10576.0,79760.0,16.3,13.7,22.6,2.0,84.1,4.8,20.5,0.1,0,1,0,0,87.66,85.61
20210805,9833.0,24000.0,20.2,18.2,23.4,2.5,79.1,3.3,25.0,0.0,0,1,0,0,87.66,85.61
20210805,9600.0,16000.0,16.3,13.7,22.6,2.0,84.1,4.8,20.5,0.1,0,0,1,0,87.66,85.61
20210805,5100.0,16000.0,20.8,17.1,27.1,1.8,69.1,4.2,25.5,0.1,0,1,0,0,87.66,85.61
20210804,7092.0,133750.0,19.1,11.5,26.1,3.2,69.0,10.1,22.2,0.0,0,1,0,0,87.66,85.61
20210804,8384.0,79200.0,20.1,11.4,27.8,1.4,58.3,9.6,27.6,0.0,0,1,0,0,87.66,85.61
20210804,8616.0,48000.0,23.8,19.2,29.9,1.7,72.0,10.9,30.6,0.0,0,1,0,0,87.66,85.61
20210804,9700.0,8000.0,20.1,11.4,27.8,1.4,58.3,9.6,27.6,0.0,0,0,1,0,87.66,85.61
20210804,7000.0,8000.0,20.1,11.4,27.8,1.4,58.3,9.6,27.6,0.0,0,0,0,1,87.66,85.61
20210804,3000.0,8000.0,21.7,12.7,29.2,2.0,59.8,8.7,27.1,0.0,0,1,0,0,87.66,85.61
20210803,10208.0,111360.0,17.5,11.6,23.6,2.0,80.3,11.5,19.9,0.0,0,1,0,0,87.66,85.61
20210803,10525.0,32000.0,18.8,13.9,26.1,1.2,70.0,9.3,25.2,0.0,0,1,0,0,87.66,85.61
20210803,12468.0,24040.0,22.8,19.7,26.1,2.0,68.3,11.3,29.4,0.0,0,1,0,0,87.66,85.61
20210803,12500.0,8000.0,18.8,13.9,26.1,1.2,70.0,9.3,25.2,0.0,0,0,1,0,87.66,85.61
20210803,9000.0,8000.0,18.8,13.9,26.1,1.2,70.0,9.3,25.2,0.0,0,0,0,1,87.66,85.61
20210802,8524.0,126590.0,17.1,15.0,19.2,3.5,90.3,0.7,17.6,0.0,0,1,0,0,87.66,85.61
20210802,7091.0,69000.0,18.1,15.6,21.0,1.7,82.0,1.0,20.9,0.0,0,1,0,0,87.66,85.61
20210802,8580.0,40000.0,24.1,18.7,27.9,2.8,66.8,3.3,25.7,0.0,0,1,0,0,87.66,85.61
20210802,9500.0,8000.0,18.1,15.6,21.0,1.7,82.0,1.0,20.9,0.0,0,0,1,0,87.66,85.61
20210802,6700.0,7900.0,17.1,15.0,19.2,3.5,90.3,0.7,17.6,0.0,0,0,1,0,87.66,85.61
20201030,13500.0,20.0,21.7,18.2,25.7,1.9,78.1,8.4,23.8,0.0,1,0,0,0,93.95,155.95
20200930,22744.0,35420.0,30.0,27.2,33.2,2.8,63.3,1.9,27.5,0.0,0,1,0,0,223.59,185.76
20200930,14138.0,25230.0,24.9,22.6,28.0,2.1,72.1,5.5,28.5,0.0,0,1,0,0,223.59,185.76
20200930,13500.0,20050.0,25.1,21.4,30.5,1.5,87.4,5.2,26.9,0.0,1,0,0,0,223.59,185.76
20200930,23000.0,8000.0,23.3,21.7,25.5,5.0,87.3,1.6,22.7,0.0,0,1,0,0,223.59,185.76
20200929,20560.0,311380.0,27.9,25.4,30.7,2.4,78.3,0.0,25.7,37.9,0,1,0,0,223.59,185.76
20200929,16624.0,122040.0,22.4,21.5,24.1,3.2,96.3,0.5,22.8,79.2,0,1,0,0,223.59,185.76
20200929,19727.0,72100.0,24.7,22.9,28.1,1.5,82.3,0.7,26.2,4.3,0,1,0,0,223.59,185.76
20200929,19065.0,63440.0,24.5,22.0,26.9,1.9,94.8,0.0,24.9,41.0,0,1,0,0,223.59,185.76
20200929,18598.0,56080.0,24.7,22.9,28.1,1.5,82.3,0.7,26.2,4.3,0,1,0,0,223.59,185.76
20200929,13500.0,30810.0,24.7,22.9,28.1,1.5,82.3,0.7,26.2,4.3,1,0,0,0,223.59,185.76
20200929,13500.0,29790.0,27.9,25.4,30.7,2.4,78.3,0.0,25.7,37.9,1,0,0,0,223.59,185.76
20200929,13500.0,25420.0,24.5,22.0,26.9,1.9,94.8,0.0,24.9,41.0,1,0,0,0,223.59,185.76
20200928,21814.0,291190.0,31.4,29.4,33.9,3.3,61.1,2.6,28.0,0.9,0,1,0,0,223.59,185.76
20200928,17509.0,121960.0,24.3,23.3,25.7,5.5,88.3,0.5,23.3,0.8,0,1,0,0,223.59,185.76
20200928,19331.0,103170.0,26.6,24.5,28.8,2.5,68.6,5.6,29.2,0.0,0,1,0,0,223.59,185.76
20200928,20059.0,91750.0,26.6,24.6,28.9,5.1,83.8,1.8,25.9,8.0,0,1,0,0,223.59,185.76
20200928,13500.0,59720.0,31.4,29.4,33.9,3.3,61.1,2.6,28.0,0.9,1,0,0,0,223.59,185.76
20200928,13500.0,54700.0,26.6,24.6,28.9,5.1,83.8,1.8,25.9,8.0,1,0,0,0,223.59,185.76
20200928,13500.0,49480.0,26.6,24.5,28.8,2.5,68.6,5.6,29.2,0.0,1,0,0,0,223.59,185.76
20200928,19880.0,40000.0,26.6,24.5,28.8,2.5,68.6,5.6,29.2,0.0,0,1,0,0,223.59,185.76
20200928,32500.0,8000.0,31.4,29.4,33.9,3.3,61.1,2.6,28.0,0.9,0,0,1,0,223.59,185.76
20200928,26000.0,8000.0,26.6,24.6,28.9,5.1,83.8,1.8,25.9,8.0,0,0,1,0,223.59,185.76
20200926,22129.0,175110.0,30.4,25.2,34.0,1.8,63.6,8.8,29.1,0.0,0,1,0,0,223.59,185.76
20200926,14176.0,89310.0,23.8,19.7,27.6,3.2,87.1,11.1,25.2,0.0,0,1,0,0,223.59,185.76
20200926,22965.0,62530.0,25.1,21.9,28.9,1.3,76.8,6.1,27.3,0.0,0,1,0,0,223.59,185.76
20200926,13500.0,50150.0,25.1,21.9,28.9,1.3,76.8,6.1,27.3,0.0,1,0,0,0,223.59,185.76
20200926,13500.0,49850.0,30.4,25.2,34.0,1.8,63.6,8.8,29.1,0.0,1,0,0,0,223.59,185.76
20200926,27767.0,47840.0,24.9,19.5,31.2,0.9,90.3,5.4,26.7,0.0,0,1,0,0,223.59,185.76
20200926,14272.0,23200.0,25.1,21.9,28.9,1.3,76.8,6.1,27.3,0.0,0,1,0,0,223.59,185.76
20200926,13500.0,19690.0,24.9,19.5,31.2,0.9,90.3,5.4,26.7,0.0,1,0,0,0,223.59,185.76
20200926,32000.0,6350.0,30.4,25.2,34.0,1.8,63.6,8.8,29.1,0.0,0,0,1,0,223.59,185.76
20200925,21171.0,268110.0,25.6,22.1,30.9,1.8,82.8,2.9,24.9,17.5,0,1,0,0,223.59,185.76
20200925,16946.0,86870.0,21.3,19.8,23.9,3.6,94.8,3.2,21.9,30.7,0,1,0,0,223.59,185.76
20200925,23111.0,78640.0,23.0,20.0,26.6,2.4,95.3,0.8,24.0,64.5,0,1,0,0,223.59,185.76
20200925,22660.0,44800.0,23.2,21.2,25.1,2.0,85.0,0.9,25.0,23.8,0,1,0,0,223.59,185.76
20200925,21543.0,11200.0,23.2,21.2,25.1,2.0,85.0,0.9,25.0,23.8,0,1,0,0,223.59,185.76
20200925,13500.0,10000.0,25.6,22.1,30.9,1.8,82.8,2.9,24.9,17.5,1,0,0,0,223.59,185.76
20200925,31000.0,8000.0,25.6,22.1,30.9,1.8,82.8,2.9,24.9,17.5,0,0,1,0,223.59,185.76
20200925,13000.0,3840.0,25.6,22.1,30.9,1.8,82.8,2.9,24.9,17.5,0,0,0,1,223.59,185.76
20200924,22946.0,301670.0,25.0,22.7,29.4,1.2,91.5,0.2,25.9,9.5,0,1,0,0,223.59,185.76
20200924,16990.0,100170.0,23.0,21.5,25.3,3.1,91.5,0.5,23.1,8.4,0,1,0,0,223.59,185.76
20200924,24149.0,86070.0,23.8,20.7,27.3,1.4,95.3,0.3,24.7,29.0,0,1,0,0,223.59,185.76
20200924,23802.0,32800.0,22.4,21.4,25.7,1.6,96.5,0.6,23.1,43.9,0,1,0,0,223.59,185.76
20200924,13500.0,29900.0,23.8,20.7,27.3,1.4,95.3,0.3,24.7,29.0,1,0,0,0,223.59,185.76
20200924,13500.0,29790.0,25.0,22.7,29.4,1.2,91.5,0.2,25.9,9.5,1,0,0,0,223.59,185.76
20200924,13500.0,20060.0,22.4,21.4,25.7,1.6,96.5,0.6,23.1,43.9,1,0,0,0,223.59,185.76
20200924,22936.0,15700.0,25.0,22.7,29.4,1.2,91.5,0.2,25.9,9.5,0,0,1,0,223.59,185.76
20200923,21540.0,332320.0,23.4,21.1,26.2,0.8,92.8,0.0,23.6,1.7,0,1,0,0,223.59,185.76
20200923,18299.0,128160.0,21.9,18.1,24.2,3.7,89.5,0.0,20.9,7.8,0,1,0,0,223.59,185.76
20200923,13500.0,79940.0,23.4,21.1,26.2,0.8,92.8,0.0,23.6,1.7,1,0,0,0,223.59,185.76
20200923,23333.0,71770.0,22.7,20.1,25.8,1.8,95.1,0.0,23.5,19.5,0,1,0,0,223.59,185.76
20200923,23058.0,64240.0,23.3,19.8,26.6,3.0,81.3,0.6,23.3,7.0,0,1,0,0,223.59,185.76
20200923,13500.0,50150.0,23.3,19.8,26.6,3.0,81.3,0.6,23.3,7.0,1,0,0,0,223.59,185.76
20200923,13500.0,48980.0,21.9,18.1,24.2,3.7,89.5,0.0,20.9,7.8,1,0,0,0,223.59,185.76
20200923,32000.0,8000.0,23.4,21.1,26.2,0.8,92.8,0.0,23.6,1.7,0,0,1,0,223.59,185.76
20200923,17000.0,8000.0,23.3,19.8,26.6,3.0,81.3,0.6,23.3,7.0,0,1,0,0,223.59,185.76
20200923,14000.0,8000.0,21.9,18.1,24.2,3.7,89.5,0.0,20.9,7.8,0,0,1,0,223.59,185.76
20200923,13500.0,8000.0,23.4,21.1,26.2,0.8,92.8,0.0,23.6,1.7,0,0,0,1,223.59,185.76
20200923,7000.0,8000.0,21.9,18.1,24.2,3.7,89.5,0.0,20.9,7.8,0,0,0,1,223.59,185.76
20200922,22249.0,337180.0,21.9,21.4,22.5,0.6,93.8,0.0,23.1,8.4,0,1,0,0,223.59,185.76
20200922,17917.0,95000.0,18.5,17.1,19.9,1.4,98.0,0.0,21.3,13.7,0,1,0,0,223.59,185.76
20200922,21602.0,64160.0,19.3,18.5,20.2,0.6,98.8,0.0,21.2,14.9,0,1,0,0,223.59,185.76
20200922,23185.0,40070.0,21.4,19.4,24.6,0.6,95.5,0.0,23.1,12.5,0,1,0,0,223.59,185.76
20200922,24609.0,19700.0,19.3,18.5,20.2,0.6,98.8,0.0,21.2,14.9,0,1,0,0,223.59,185.76
20200922,32000.0,8050.0,21.9,21.4,22.5,0.6,93.8,0.0,23.1,8.4,0,0,1,0,223.59,185.76
20200921,20791.0,303720.0,25.7,22.2,28.7,1.5,76.5,0.0,24.5,0.3,0,1,0,0,223.59,185.76
20200921,21773.0,88000.0,20.2,18.2,23.4,1.4,94.6,0.0,21.5,0.6,0,1,0,0,223.59,185.76
20200921,22336.0,84390.0,20.2,18.8,22.8,0.8,91.6,0.0,22.5,6.4,0,1,0,0,223.59,185.76
20200921,13500.0,60000.0,25.7,22.2,28.7,1.5,76.5,0.0,24.5,0.3,1,0,0,0,223.59,185.76
20200921,13500.0,58950.0,20.2,18.2,23.4,1.4,94.6,0.0,21.5,0.6,1,0,0,0,223.59,185.76
20200921,25494.0,40160.0,20.2,18.8,22.8,0.8,91.6,0.0,22.5,6.4,0,1,0,0,223.59,185.76
20200921,13500.0,40120.0,20.2,18.8,22.8,0.8,91.6,0.0,22.5,6.4,1,0,0,0,223.59,185.76
20200921,13500.0,39950.0,21.2,19.0,25.4,0.6,96.8,0.1,22.9,4.0,1,0,0,0,223.59,185.76
20200921,27833.0,24000.0,25.7,22.2,28.7,1.5,76.5,0.0,24.5,0.3,0,0,1,0,223.59,185.76
20200921,26067.0,24000.0,21.2,19.0,25.4,0.6,96.8,0.1,22.9,4.0,0,1,0,0,223.59,185.76
20200921,12427.0,17520.0,25.7,22.2,28.7,1.5,76.5,0.0,24.5,0.3,0,0,0,1,223.59,185.76
20200919,21671.0,246480.0,22.7,21.8,24.5,0.9,94.9,0.0,23.8,7.9,0,1,0,0,223.59,185.76
20200919,19360.0,71360.0,22.8,20.7,25.2,1.2,91.8,0.0,23.5,11.7,0,1,0,0,223.59,185.76
20200919,18927.0,32800.0,21.6,20.0,23.7,1.6,96.8,0.0,22.3,13.5,0,1,0,0,223.59,185.76
20200919,20925.0,32000.0,22.8,20.7,25.2,1.2,91.8,0.0,23.5,11.7,0,1,0,0,223.59,185.76
20200919,13500.0,29850.0,22.7,21.8,24.5,0.9,94.9,0.0,23.8,7.9,1,0,0,0,223.59,185.76
20200919,13500.0,9750.0,21.6,20.0,23.7,1.6,96.8,0.0,22.3,13.5,1,0,0,0,223.59,185.76
20200919,9000.0,8400.0,22.5,21.1,24.9,0.7,99.4,0.0,23.6,22.0,0,1,0,0,223.59,185.76
20200919,27000.0,7250.0,22.7,21.8,24.5,0.9,94.9,0.0,23.8,7.9,0,0,1,0,223.59,185.76
20200919,12000.0,6000.0,22.7,21.8,24.5,0.9,94.9,0.0,23.8,7.9,0,0,0,1,223.59,185.76
20200918,22798.0,281850.0,25.6,23.9,28.8,1.5,83.5,0.1,25.6,4.7,0,1,0,0,223.59,185.76
20200918,17779.0,79050.0,23.6,20.7,29.1,1.9,82.4,2.3,25.8,41.2,0,1,0,0,223.59,185.76
20200918,13074.0,70560.0,22.9,20.7,26.3,3.6,90.6,1.4,23.4,12.7,0,1,0,0,223.59,185.76
20200918,13500.0,48750.0,22.9,20.7,26.3,3.6,90.6,1.4,23.4,12.7,1,0,0,0,223.59,185.76
20200918,22720.0,23600.0,23.6,20.7,29.1,1.9,82.4,2.3,25.8,41.2,0,1,0,0,223.59,185.76
20200918,13500.0,22300.0,23.6,20.7,29.1,1.9,82.4,2.3,25.8,41.2,1,0,0,0,223.59,185.76
20200918,14368.0,15200.0,25.1,21.9,29.3,3.0,88.8,2.3,25.7,35.5,0,1,0,0,223.59,185.76
